Family,Domain,Seed domains,Full region domains,Rfam ID,Description,RNA type
RF00826,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-55,microRNA mir-55,Gene; miRNA;
RF00827,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-77,microRNA mir-77,Gene; miRNA;
RF00828,Eukaryota,Eukaryota (100.0%),"Eukaryota (96.0%), Bacteria (4.0%)",mir-75,microRNA mir-75,Gene; miRNA;
RF00829,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-149,microRNA mir-149,Gene; miRNA;
RF00830,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-74,microRNA mir-74,Gene; miRNA;
RF00831,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-73,microRNA mir-73,Gene; miRNA;
RF00832,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-71,microRNA mir-71,Gene; miRNA;
RF00833,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-70,microRNA mir-70,Gene; miRNA;
RF00834,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-268,microRNA mir-268,Gene; miRNA;
RF00835,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-58,microRNA mir-58,Gene; miRNA;
RF00836,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-250,microRNA mir-250,Gene; miRNA;
RF00837,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-251,microRNA mir-251,Gene; miRNA;
RF00838,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-252,microRNA mir-252,Gene; miRNA;
RF00839,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-452,microRNA mir-452,Gene; miRNA;
RF00840,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-374,microRNA mir-374,Gene; miRNA;
RF00841,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-384,microRNA mir-384,Gene; miRNA;
RF00842,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR403,microRNA MIR403,Gene; miRNA;
RF00843,Eukaryota,Eukaryota (100.0%),"Eukaryota (93.33%), Bacteria (6.67%)",mir-228,microRNA mir-228,Gene; miRNA;
RF00844,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-67,microRNA mir-67,Gene; miRNA;
RF00845,Eukaryota,Eukaryota (100.0%),"Eukaryota (97.46%), Bacteria (1.69%), Archaea (0.85%)",MIR158,microRNA MIR158,Gene; miRNA;
RF00846,Eukaryota,Eukaryota (100.0%),"Eukaryota (96.97%), Bacteria (3.03%)",mir-64,microRNA mir-64,Gene; miRNA;
RF00847,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-62,microRNA mir-62,Gene; miRNA;
RF00848,Eukaryota/Mixed,Eukaryota (100.0%),"Eukaryota (85.0%), Bacteria (15.0%)",mir-61,microRNA mir-61,Gene; miRNA;
RF00849,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-60,microRNA mir-60,Gene; miRNA;
RF00850,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-259,microRNA mir-259,Gene; miRNA;
RF00851,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-230,microRNA mir-230,Gene; miRNA;
RF00852,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-231,microRNA mir-231,Gene; miRNA;
RF00853,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-304,microRNA mir-304,Gene; miRNA;
RF00854,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-5,microRNA mir-5,Gene; miRNA;
RF00855,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-254,microRNA mir-254,Gene; miRNA;
RF00856,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-232,microRNA mir-232,Gene; miRNA;
RF00857,Eukaryota,Eukaryota (100.0%),"Eukaryota (98.19%), Bacteria (1.81%)",mir-233,microRNA mir-233,Gene; miRNA;
RF00858,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-306,microRNA mir-306,Gene; miRNA;
RF00859,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-234,microRNA mir-234,Gene; miRNA;
RF00861,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-488,microRNA mir-488,Gene; miRNA;
RF00862,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-491,microRNA mir-491,Gene; miRNA;
RF00865,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR169_5,microRNA MIR169_5,Gene; miRNA;
RF00870,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-423,microRNA mir-423,Gene; miRNA;
RF00872,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-652,microRNA mir-652,Gene; miRNA;
RF00873,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-550,microRNA mir-550,Gene; miRNA;
RF00875,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-692,microRNA mir-692,Gene; miRNA;
RF00876,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-684,microRNA mir-684,Gene; miRNA;
RF00877,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-592,microRNA mir-592,Gene; miRNA;
RF00878,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-456,microRNA mir-456,Gene; miRNA;
RF00879,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-615,microRNA mir-615,Gene; miRNA;
RF00882,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.92%), Bacteria (0.08%)",MIR811,microRNA MIR811,Gene; miRNA;
RF00883,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR820,microRNA MIR820,Gene; miRNA;
RF00884,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR815,microRNA MIR815,Gene; miRNA;
RF00885,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR821,microRNA MIR821,Gene; miRNA;
RF00886,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR807,microRNA MIR807,Gene; miRNA;
RF00887,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-802,microRNA mir-802,Gene; miRNA;
RF00888,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-770,microRNA mir-770,Gene; miRNA;
RF00890,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-668,microRNA mir-668,Gene; miRNA;
RF00891,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-671,microRNA mir-671,Gene; miRNA;
RF00892,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.42%), Bacteria (0.58%)",mir-551,microRNA mir-551,Gene; miRNA;
RF00893,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR854,microRNA MIR854,Gene; miRNA;
RF00894,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-790,microRNA mir-790,Gene; miRNA;
RF00895,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-786,microRNA mir-786,Gene; miRNA;
RF00896,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-787,microRNA mir-787,Gene; miRNA;
RF00897,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-675,microRNA mir-675,Gene; miRNA;
RF00898,Eukaryota/Mixed,Eukaryota (100.0%),"Eukaryota (83.33%), Bacteria (16.67%)",mir-242,microRNA mir-242,Gene; miRNA;
RF00899,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-235,microRNA mir-235,Gene; miRNA;
RF00900,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-255,microRNA mir-255,Gene; miRNA;
RF00901,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR845_1,microRNA MIR845_1,Gene; miRNA;
RF00902,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-791,microRNA mir-791,Gene; miRNA;
RF00903,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-359,microRNA mir-359,Gene; miRNA;
RF00904,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-392,microRNA mir-392,Gene; miRNA;
RF00905,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-789,microRNA mir-789,Gene; miRNA;
RF00906,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1122,microRNA MIR1122,Gene; miRNA;
RF00907,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-941,microRNA mir-941,Gene; miRNA;
RF00908,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR529,microRNA MIR529,Gene; miRNA;
RF00909,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-883,microRNA mir-883,Gene; miRNA;
RF00910,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-873,microRNA mir-873,Gene; miRNA;
RF00911,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-672,microRNA mir-672,Gene; miRNA;
RF00912,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-877,microRNA mir-877,Gene; miRNA;
RF00914,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-674,microRNA mir-674,Gene; miRNA;
RF00915,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-760,microRNA mir-760,Gene; miRNA;
RF00917,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-708,microRNA mir-708,Gene; miRNA;
RF00918,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-872,microRNA mir-872,Gene; miRNA;
RF00919,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-874,microRNA mir-874,Gene; miRNA;
RF00920,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR444,microRNA MIR444,Gene; miRNA;
RF00921,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-665,microRNA mir-665,Gene; miRNA;
RF00922,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-673,microRNA mir-673,Gene; miRNA;
RF00925,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1027,microRNA MIR1027,Gene; miRNA;
RF00926,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1151,microRNA MIR1151,Gene; miRNA;
RF00927,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-582,microRNA mir-582,Gene; miRNA;
RF00928,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-590,microRNA mir-590,Gene; miRNA;
RF00929,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-574,microRNA mir-574,Gene; miRNA;
RF00931,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-879,microRNA mir-879,Gene; miRNA;
RF00932,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-471,microRNA mir-471,Gene; miRNA;
RF00933,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-875,microRNA mir-875,Gene; miRNA;
RF00934,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-463,microRNA mir-463,Gene; miRNA;
RF00935,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-876,microRNA mir-876,Gene; miRNA;
RF00936,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-744,microRNA mir-744,Gene; miRNA;
RF00937,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-653,microRNA mir-653,Gene; miRNA;
RF00939,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-504,microRNA mir-504,Gene; miRNA;
RF00940,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-327,microRNA mir-327,Gene; miRNA;
RF00941,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-434,microRNA mir-434,Gene; miRNA;
RF00942,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1224,microRNA mir-1224,Gene; miRNA;
RF00943,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR824,microRNA MIR824,Gene; miRNA;
RF00945,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1226,microRNA mir-1226,Gene; miRNA;
RF00946,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1225,microRNA mir-1225,Gene; miRNA;
RF00947,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-929,microRNA mir-929,Gene; miRNA;
RF00948,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-996,microRNA mir-996,Gene; miRNA;
RF00949,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-983,microRNA mir-983,Gene; miRNA;
RF00950,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-927,microRNA mir-927,Gene; miRNA;
RF00951,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1302,microRNA mir-1302,Gene; miRNA;
RF00952,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-650,microRNA mir-650,Gene; miRNA;
RF00953,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1497,microRNA mir-1497,Gene; miRNA;
RF00954,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1446,microRNA MIR1446,Gene; miRNA;
RF00955,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1829,microRNA mir-1829,Gene; miRNA;
RF00956,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1444,microRNA MIR1444,Gene; miRNA;
RF00957,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-663,microRNA mir-663,Gene; miRNA;
RF00958,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-498,microRNA mir-498,Gene; miRNA;
RF00959,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-612,microRNA mir-612,Gene; miRNA;
RF00960,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-661,microRNA mir-661,Gene; miRNA;
RF00961,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-581,microRNA mir-581,Gene; miRNA;
RF00962,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-586,microRNA mir-586,Gene; miRNA;
RF00963,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-642,microRNA mir-642,Gene; miRNA;
RF00964,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-938,microRNA mir-938,Gene; miRNA;
RF00965,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-549,microRNA mir-549,Gene; miRNA;
RF00966,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-676,microRNA mir-676,Gene; miRNA;
RF00967,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-281,microRNA mir-281,Gene; miRNA;
RF00968,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-626,microRNA mir-626,Gene; miRNA;
RF00969,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-556,microRNA mir-556,Gene; miRNA;
RF00970,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-648,microRNA mir-648,Gene; miRNA;
RF00971,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-578,microRNA mir-578,Gene; miRNA;
RF00972,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-651,microRNA mir-651,Gene; miRNA;
RF00973,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-597,microRNA mir-597,Gene; miRNA;
RF00974,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-607,microRNA mir-607,Gene; miRNA;
RF00975,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR845_2,microRNA MIR845_2,Gene; miRNA;
RF00976,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-583,microRNA mir-583,Gene; miRNA;
RF00977,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-600,microRNA mir-600,Gene; miRNA;
RF00978,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-638,microRNA mir-638,Gene; miRNA;
RF00979,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-553,microRNA mir-553,Gene; miRNA;
RF00980,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-643,microRNA mir-643,Gene; miRNA;
RF00981,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-939,microRNA mir-939,Gene; miRNA;
RF00983,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-662,microRNA mir-662,Gene; miRNA;
RF00984,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-576,microRNA mir-576,Gene; miRNA;
RF00985,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-640,microRNA mir-640,Gene; miRNA;
RF00986,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-920,microRNA mir-920,Gene; miRNA;
RF00987,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-589,microRNA mir-589,Gene; miRNA;
RF00988,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-657,microRNA mir-657,Gene; miRNA;
RF00989,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-492,microRNA mir-492,Gene; miRNA;
RF00990,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-552,microRNA mir-552,Gene; miRNA;
RF00991,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-599,microRNA mir-599,Gene; miRNA;
RF00992,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-593,microRNA mir-593,Gene; miRNA;
RF00993,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1473,microRNA mir-1473,Gene; miRNA;
RF00994,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1255,microRNA mir-1255,Gene; miRNA;
RF00995,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-616,microRNA mir-616,Gene; miRNA;
RF00996,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-631,microRNA mir-631,Gene; miRNA;
RF00997,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-942,microRNA mir-942,Gene; miRNA;
RF00998,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-562,microRNA mir-562,Gene; miRNA;
RF00999,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-924,microRNA mir-924,Gene; miRNA;
RF01000,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-580,microRNA mir-580,Gene; miRNA;
RF01001,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-609,microRNA mir-609,Gene; miRNA;
RF01002,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-936,microRNA mir-936,Gene; miRNA;
RF01003,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-563,microRNA mir-563,Gene; miRNA;
RF01004,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-557,microRNA mir-557,Gene; miRNA;
RF01005,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR530,microRNA MIR530,Gene; miRNA;
RF01006,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-601,microRNA mir-601,Gene; miRNA;
RF01007,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-624,microRNA mir-624,Gene; miRNA;
RF01008,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-636,microRNA mir-636,Gene; miRNA;
RF01010,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-632,microRNA mir-632,Gene; miRNA;
RF01011,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-605,microRNA mir-605,Gene; miRNA;
RF01012,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-628,microRNA mir-628,Gene; miRNA;
RF01013,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-577,microRNA mir-577,Gene; miRNA;
RF01014,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1306,microRNA mir-1306,Gene; miRNA;
RF01015,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-885,microRNA mir-885,Gene; miRNA;
RF01016,Eukaryota,Eukaryota (100.0%),"Eukaryota (99.38%), Bacteria (0.62%)",mir-584,microRNA mir-584,Gene; miRNA;
RF01018,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-569,microRNA mir-569,Gene; miRNA;
RF01019,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-922,microRNA mir-922,Gene; miRNA;
RF01020,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-572,microRNA mir-572,Gene; miRNA;
RF01021,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-558,microRNA mir-558,Gene; miRNA;
RF01022,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-611,microRNA mir-611,Gene; miRNA;
RF01023,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-940,microRNA mir-940,Gene; miRNA;
RF01024,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-944,microRNA mir-944,Gene; miRNA;
RF01025,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-934,microRNA mir-934,Gene; miRNA;
RF01026,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR828,microRNA MIR828,Gene; miRNA;
RF01027,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-765,microRNA mir-765,Gene; miRNA;
RF01028,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-633,microRNA mir-633,Gene; miRNA;
RF01029,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-649,microRNA mir-649,Gene; miRNA;
RF01030,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-422,microRNA mir-422,Gene; miRNA;
RF01031,Eukaryota,Eukaryota (100.0%),"Eukaryota (97.06%), Bacteria (2.94%)",mir-639,microRNA mir-639,Gene; miRNA;
RF01032,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-554,microRNA mir-554,Gene; miRNA;
RF01033,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-767,microRNA mir-767,Gene; miRNA;
RF01034,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-618,microRNA mir-618,Gene; miRNA;
RF01035,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-887,microRNA mir-887,Gene; miRNA;
RF01036,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-567,microRNA mir-567,Gene; miRNA;
RF01037,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-644,microRNA mir-644,Gene; miRNA;
RF01038,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-1307,microRNA mir-1307,Gene; miRNA;
RF01039,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-937,microRNA mir-937,Gene; miRNA;
RF01040,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-573,microRNA mir-573,Gene; miRNA;
RF01041,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-604,microRNA mir-604,Gene; miRNA;
RF01042,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-891,microRNA mir-891,Gene; miRNA;
RF01043,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),MIR1023,microRNA MIR1023,Gene; miRNA;
RF01044,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-345,microRNA mir-345,Gene; miRNA;
RF01045,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-544,microRNA mir-544,Gene; miRNA;
RF01046,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),WLE3,Wingless localisation element 3 (WLE3),Cis-reg;
RF01050,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Sacc_telomerase,Saccharomyces telomerase,Gene;
RF01052,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),Arthropod_7SK,Arthropod 7SK RNA,Gene;
RF01059,Eukaryota,"Eukaryota (95.83%), unclassified sequences (4.17%)","Eukaryota (99.83%), Bacteria (0.11%), unclassified sequences (0.06%)",mir-598,microRNA mir-598,Gene; miRNA;
RF01061,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-548,microRNA mir-548,Gene; miRNA;
RF01064,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),mir-253,microRNA mir-253,Gene; miRNA;
RF01073,Viruses/Eukaryota,Viruses (100.0%),"Eukaryota (99.72%), Viruses (0.28%)",GP_knot1,Gag/pol translational readthrough site,Cis-reg;
RF01090,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),RF_site4,Edr gene ribosomal frameshift signal,Cis-reg; frameshift_element;
RF01093,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),RF_site5,Ma3 gene ribosomal frameshift signal,Cis-reg; frameshift_element;
RF01097,Viruses/Eukaryota,Viruses (100.0%),"Eukaryota (99.44%), Viruses (0.56%)",RF_site8,Gag/pro ribosomal frameshift site,Cis-reg; frameshift_element;
RF01117,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),ciona-mir-92,Ciona microRNA mir-92,Gene; miRNA;
RF01151,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU82P,Small nucleolar RNA U82P,Gene; snRNA; snoRNA; CD-box;
RF01153,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn3060,Small nucleolar RNA sn3060,Gene; snRNA; snoRNA; CD-box;
RF01155,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR101,Small nucleolar RNA snoR101,Gene; snRNA; snoRNA; CD-box;
RF01156,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD123,Small nucleolar RNA SNORD123,Gene; snRNA; snoRNA; CD-box;
RF01157,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn1185,Small nucleolar RNA sn1185,Gene; snRNA; snoRNA; CD-box;
RF01158,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD108,Small nucleolar RNA SNORD108,Gene; snRNA; snoRNA; CD-box;
RF01159,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoU18,Small nucleolar RNA U18,Gene; snRNA; snoRNA; CD-box;
RF01160,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2841,Small nucleolar RNA sn2841,Gene; snRNA; snoRNA; CD-box;
RF01161,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD5,Small nucleolar RNA SNORD5,Gene; snRNA; snoRNA; CD-box;
RF01162,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn668,Small nucleolar RNA sn668,Gene; snRNA; snoRNA; CD-box;
RF01163,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),snoR64a,Small nucleolar RNA snoR64a,Gene; snRNA; snoRNA; CD-box;
RF01164,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),SNORD107,Small nucleolar RNA SNORD107,Gene; snRNA; snoRNA; CD-box;
RF01165,Eukaryota,Eukaryota (100.0%),Eukaryota (100.0%),sn2317,Small nucleolar RNA sn2317,Gene; snRNA; snoRNA; CD-box;
